time,tot_INT,tot_IE,tot_IMS,tot_reduced,num_INT,num_IE,num_IMS,num_INT_IE,num_INT_IMS,num_IE_IMS
6.0,856.4696176879721,2932.5808097607232,700.1543982030885,7.737573105046164,1371,2506,349,41,14,0
7.0,855.5377279113542,2921.9460349451924,699.2834418872504,16.808012657014416,1379,2510,342,37,21,0
8.0,859.2652830313945,2902.7729941951898,696.6458844775385,27.484460419386778,1381,2520,351,27,12,0
0.0,840.7765345951046,2947.3107906395926,707.8415081072089,0.0,1381,2543,362,5,1,0
1.0,840.7765345951046,2947.3107906395926,707.8415081072089,0.0,1381,2543,362,5,1,0
2.0,840.7765345951046,2947.3107906395926,707.8415081072089,0.0,1381,2543,362,5,1,0
3.0,840.7765345951046,2947.3107906395926,707.8415081072089,0.0,1381,2543,362,5,1,0
4.0,840.7765345951046,2947.3107906395926,707.8415081072089,0.0,1381,2543,362,5,1,0
5.0,464.5241565450732,2939.928204079463,706.8448771525232,384.66700838517255,1381,2543,362,5,1,0
6.0,244.0091722594472,2931.9327445742065,704.7077948612393,614.0397625039119,1315,2527,360,21,3,0
7.0,93.45049205409862,2926.929927636502,701.3170247752571,770.9027388775132,1023,2520,356,28,7,0
8.0,782.6842804427592,2915.0989791711177,699.6669094976969,90.56513469305726,369,2521,350,26,13,0
9.0,852.3149230781493,2890.627266740062,696.7959044276035,37.44905359658997,1290,2517,348,30,15,0
10.0,863.2359880293502,2872.7732462212407,692.7204723890766,39.86193680636148,1371,2511,342,36,21,0
11.0,872.81386367642,2850.932954504509,688.3141267337242,43.15125081474644,1381,2502,336,45,27,0
12.0,873.2032011574787,2863.258365034433,687.1854645954797,31.56516494200871,1383,2499,326,47,37,0
13.0,879.4120470325391,2870.043124981583,684.2475637002051,21.509460015073465,1383,2493,330,53,33,0
14.0,875.753087141818,2882.1460461728357,683.166188629212,14.146873785535272,1386,2479,318,64,45,0
15.0,886.0540677435289,2875.510898303669,680.451340771505,13.19588891069584,1385,2495,316,48,47,0
16.0,887.8704850834841,2877.5298023263163,675.8562806895967,13.844541333033167,1383,2492,314,51,49,0
17.0,897.7067258842781,2872.630797058198,673.486464134574,11.84529798341356,1383,2498,308,45,55,0
18.0,897.4943304647065,2866.8788946606674,672.095483887363,15.519813967359507,1386,2473,297,70,66,0
19.0,900.5776700033961,2854.141339890585,668.3076390030604,22.53131676528607,1386,2473,294,70,69,0
20.0,905.0514107926124,2847.4455018792855,662.7189718048388,24.052399006067244,1386,2484,296,59,67,0
21.0,905.3298196199548,2837.6635527694643,660.819245981888,25.54733075217623,1386,2489,289,54,74,0
22.0,915.240501690405,2819.195144178424,656.8452714278559,26.48913791510907,1386,2475,278,68,85,0
23.0,912.5235073327508,2801.435479648522,651.6182229106086,36.77581948371034,1386,2472,272,71,91,0
24.0,922.3105225772723,2803.161269013874,647.8051124718705,29.076125312574327,1386,2485,271,58,92,0
25.0,923.8322894487521,2811.980006814739,642.5355571585977,24.00517595350297,1386,2474,258,69,105,0
26.0,924.6311401073757,2824.2781861489334,641.2229303728121,12.22077274646957,1386,2484,265,59,98,0
27.0,931.6557302345909,2825.709526169149,634.5319049265422,10.455868045307895,1386,2495,270,48,93,0
